buggy_AG,buggy_RA,ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp
buggy,buggy,1,1,1,0,0,1,136,0,1,0.11,1,846,311.12,673
buggy,buggy,1,1,1,0,26,0,371,0,3,13.53,32,908,518.83,124
clean,clean,1,1,2,0.382201,92,123,224,1,3,9.05,3.5,1738,758.09,1374
clean,clean,1,1,1,0,6,23,290,1,10,0.21,42,1739,759.08,1375
clean,clean,1,1,1,0,1,1,2001,0,23,2.06,301,909,519.73,200
clean,clean,1,1,1,0,30,9,2001,0,23,0.07,302,910,520.65,201
clean,clean,1,1,2,0.492542,136,115,275,0,5,0.92,8,19,18.52,16
clean,clean,1,2,3,0.131596,132,248,465.33,0,6,1.75,16,847,311.97,674
clean,clean,1,1,1,0,2,0,86,0,1,34.31,1,20,19.52,17
clean,clean,1,1,3,1.19915,35,5,201.67,0,4,22.26,4,848,312.96,675
clean,clean,1,1,1,0,2,1,411,0,3,6.58,9,181,117.46,92
buggy,buggy,1,1,1,0,3,4,669,0,1,2.94,1,182,118.45,93
clean,clean,1,1,1,0,9,6,393,0,3,0.51,13,849,313.76,676
buggy,buggy,1,1,1,0,2,0,2022,0,23,0.7,303,911,520.96,202
clean,clean,1,2,2,0.970951,9,1,127,0,4,19.87,5,21,20.48,18
clean,clean,1,1,1,0,1,2,44,1,1,46.06,2,58,43.45,36
clean,clean,1,1,1,0,0,13,2024,0,23,0.19,304,143,99.46,17
clean,clean,1,1,1,0,4,2,396,0,3,0.32,14,183,119.34,94
clean,clean,2,3,3,1.58496,6,0,305,0,13,19.45,12.67,1740,758.72,1572
clean,clean,1,6,19,2.9049,5841,15,35.16,0,2,0.03,0.11,1741,759.71,1377
clean,clean,1,6,22,3.26047,5348,1,15.86,0,1,0.16,0.41,1742,760.71,1378
clean,clean,1,1,1,0,35,0,108,0,10,575.22,21,259,147.69,60
clean,clean,2,3,4,1.29879,1,7,535.5,0,23,15.05,77.25,49,39.56,11
clean,clean,1,1,1,0,45,1,303,0,10,3.9,57,1743,761.35,1379
clean,clean,0,0,0,0,0,0,0,0,0,0,0,260,148.58,0
clean,clean,1,1,1,0,16,11,145,1,1,46.84,1,59,44.38,37
clean,clean,1,1,1,0,7,0,89,0,4,8.12,10,22,21.43,5
clean,clean,0,0,0,0,0,0,0,0,0,0,0,261,149.53,0
clean,clean,1,1,1,0,1,1,162,0,1,0.64,1,912,520.88,399
clean,clean,3,13,15,2.36182,328,35,218,0,24,4.1,25.93,59,42.96,49
clean,clean,1,1,1,0,95,38,259,0,4,22.04,7,23,22.42,19
clean,clean,3,19,22,4.11148,725,223,176.86,0,23,6.1,15.55,913,521.65,603
clean,clean,1,2,2,0.668127,63,0,349,0,7,5.08,16.5,144,100.19,103
clean,clean,1,2,2,0.981665,63,25,62.5,0,1,8.56,0.5,24,23.4,20
clean,clean,1,2,2,0.045036,511,499,359.5,1,2,41.77,1,60,45.28,38
clean,clean,1,1,1,0,15,13,357,1,2,6.36,4,61,46.26,39
clean,clean,1,1,1,0,57,49,316,0,4,0.86,8,25,24.36,21
clean,clean,1,1,1,0,1,1,324,0,4,0,9,26,25.36,22
clean,clean,1,1,1,0,0,4,2018,0,23,0.75,308,914,521.9,204
clean,clean,1,1,1,0,0,4,2014,0,23,0.08,309,60,43.87,13
clean,clean,1,1,1,0,1,1,273,0,10,3.3,43,27,26.33,23
clean,clean,0,0,0,0,0,0,0,0,0,0,0,915,522.44,0
clean,clean,1,1,1,0,39,0,73,0,2,29.22,2,203,82.92,115
clean,clean,1,1,1,0,5,0,2010,0,23,0.43,310,916,523.4,205
clean,clean,1,11,32,4.28633,0,3060,99.28,0,17,126.48,4,51,40.85,37
clean,clean,1,2,2,0.954434,16,0,704.5,0,1,48.91,0.5,62,47.17,40
clean,clean,1,1,1,0,6,2,750,0,6,3.64,41,850,313.49,677
clean,clean,1,1,1,0,5,1,307,1,7,28.71,17,50,40.32,15
clean,clean,1,1,1,0,0,5,2015,0,23,0.64,311,917,523.76,206
clean,clean,1,1,1,0,5,8,175,1,1,22.18,3,1744,759.65,1380
clean,clean,1,2,2,0.764205,7,11,135,0,4,8.39,4.5,145,100.76,104
clean,clean,2,3,4,1.7895,4,58,275,1,10,124.6,10,52,41.8,41
clean,clean,1,2,3,0.610654,158,5,133,1,5,17.2,4.67,184,119.63,95
clean,clean,1,1,1,0,6,1,61,0,2,13.97,6,146,101.74,29
clean,clean,1,2,2,0.880089,144,60,163,0,5,10.04,3.5,28,27.26,24
clean,clean,1,1,1,0,7,0,67,0,4,13.98,12,29,28.26,6
clean,clean,1,1,1,0,6,11,74,0,4,0.1,8,147,102.74,105
clean,clean,1,2,2,1,4,0,242,0,12,8.74,25,1745,759.89,121
buggy,buggy,1,1,1,0,0,6,66,0,2,0.57,7,148,103.61,30
buggy,buggy,2,3,3,1.39565,39,165,173.67,0,4,10.18,11.67,149,104.52,137
clean,clean,1,1,1,0,0,3,169,0,4,11.47,12,30,29.19,25
clean,clean,1,1,1,0,8,4,182,0,4,25.05,7,31,30.19,7
clean,clean,1,1,1,0,4,4,87,0,2,28.87,5,150,105.52,32
clean,clean,1,1,1,0,71,20,166,0,4,0.08,13,32,31.18,26
clean,clean,1,1,1,0,6,2,750,1,6,5.1,41,263,150.63,73
clean,clean,2,3,3,1.58496,771,0,0,0,0,0,0,264,151.63,87
buggy,buggy,1,1,1,0,1,1,725,0,2,4.17,3,265,152.62,74
clean,clean,1,1,1,0,1,1,725,0,2,4.17,3,266,153.61,75
clean,clean,1,1,1,0,1,1,136,0,6,86.69,10,53,42.66,4
clean,clean,1,1,1,0,1,1,264,0,5,25.57,10,185,120.26,96
clean,clean,1,1,1,0,7,2,172,0,2,12.3,3,33,32.12,27
clean,clean,1,1,1,0,62,38,313,0,3,6.03,8,34,33.12,28
clean,clean,1,3,9,2.07871,671,27,188.11,0,7,12.34,5.22,1746,759.44,1381
buggy,buggy,1,7,17,2.90633,134,178,232.53,0,8,104.61,6.06,918,522.57,125
clean,clean,1,1,1,0,2,0,245,0,5,32.31,17,35,34.09,29
clean,clean,1,1,1,0,108,10,150,0,4,1.48,24,151,106.18,107
clean,clean,1,1,2,0.742488,34,4,576,0,6,4.3,25,851,313.31,678
clean,clean,1,1,1,0,5,6,1433,0,18,14.12,206,919,522.98,207
clean,clean,1,1,1,0,5,5,2010,0,23,2.83,312,268,155.23,64
clean,clean,1,1,1,0,1,1,2010,0,23,0.03,313,269,156.22,65
clean,clean,1,1,1,0,93,1,87,0,2,1.76,6,152,107.1,33
clean,clean,1,1,1,0,16,11,42,0,17,39.15,38,0,0,0
buggy,buggy,1,1,1,0,1,0,139,0,2,13.28,3,36,35.03,30
clean,clean,2,5,5,0.739788,81,4,177.8,0,15,85.6,12.2,852,314.19,737
clean,clean,1,1,1,0,6,0,171,0,4,1.94,19,153,108.07,34
clean,clean,1,1,1,0,55,11,399,1,4,6.93,15,1,1,0
clean,clean,1,1,1,0,5,5,167,0,9,115.06,20,853,315.17,680
clean,clean,1,1,1,0,1,1,170,0,4,72.29,7,39,13.76,27
buggy,buggy,1,1,1,0,3,7,47,0,18,0.68,39,2,2,1
clean,clean,1,1,1,0,24,0,348,0,3,8.1,20,854,315.87,681
clean,clean,1,2,2,0.989588,19,6,178.5,0,4,1.79,8,37,35.94,31
buggy,buggy,1,1,2,0.113274,34,32,93,0,1,9.93,1,38,36.94,32
clean,clean,1,1,1,0,3,3,1432,0,18,1.15,207,920,522.83,208
clean,clean,1,1,1,0,0,1,778,0,6,1.19,43,63,47.73,41
clean,clean,1,1,1,0,2,2,2010,0,23,1.25,314,921,523.68,209
clean,clean,1,1,1,0,80,0,559,0,6,6,29,154,108.81,108
clean,clean,1,2,2,0.951274,73,105,365,0,5,6.22,14.5,39,37.91,33
clean,clean,1,1,1,0,6,0,639,0,6,0.07,30,155,109.79,109
clean,clean,1,1,1,0,10,1,645,0,6,0.5,31,156,110.67,110
clean,clean,1,1,1,0,9,7,725,1,3,3.38,4,61,44.33,16
clean,clean,1,2,2,0.985228,1,13,119,0,9,35.73,17.5,62,45.33,19
clean,clean,1,6,6,2.09038,39,0,219.83,0,14,11.81,10.5,63,46.33,12
clean,clean,1,1,1,0,13,1,124,0,5,44.07,9,3,2.99,0
clean,clean,1,9,36,4.43666,1992,619,97.08,0,9,5.11,1.17,1747,757.26,1382
clean,clean,1,1,1,0,1,1,78,0,5,138.75,9,40,38.83,34
clean,clean,0,0,0,0,0,0,0,0,0,0,0,856,317.39,0
clean,clean,1,1,1,0,3,8,44,0,2,116.39,2,41,39.82,35
clean,clean,4,8,13,2.75185,57,47,281.69,0,25,8.02,33.46,1748,757.77,1665
clean,clean,1,1,1,0,6,4,507,1,2,6.97,2,64,48.55,42
clean,clean,1,1,1,0,1,1,2010,0,23,0.29,316,90,58.24,14
clean,clean,2,2,2,0.970951,0,10,1129,0,23,1.59,168,157,111.42,129
clean,clean,1,2,4,1.59605,86,12,66.5,0,4,0.64,4,42,40.74,36
clean,clean,1,1,1,0,4,0,145,0,6,15.84,18,43,41.74,8
clean,clean,1,1,1,0,2,2,318,1,4,9.52,11,65,49.53,43
buggy,buggy,1,1,1,0,0,9,219,0,4,0.05,16,44,42.74,37
clean,clean,1,1,1,0,2,6,2004,0,23,0.09,318,922,522.97,210
clean,clean,2,2,2,1,2,2,1053.5,0,23,20.5,161,857,318.03,96
clean,clean,1,1,1,0,1,1,129,0,1,54.7,1,204,83.14,116
clean,clean,3,5,5,2.16557,67,27,165.6,0,14,14.02,14.2,45,43.7,48
clean,clean,1,1,1,0,3,2,365,0,3,13.76,10,205,84.1,117
clean,clean,1,1,1,0,8,4,129,0,1,0.38,2,46,44.68,39
clean,clean,1,3,3,0.818384,23,12,717,1,12,17.79,60.33,1749,757.61,1384
clean,clean,1,1,1,0,4,0,324,0,4,7.82,10,47,45.64,40
buggy,buggy,1,1,1,0,6,5,231,1,3,140.47,3,54,43.16,39
clean,clean,1,1,1,0,1,0,80,0,8,0.59,14,1750,758.3,198
clean,clean,1,2,3,0.787667,82,5,235.67,0,12,22.96,23.67,1751,758.67,1385
clean,clean,1,2,3,0.875137,73,35,259,1,3,9.16,4.67,1752,759.66,1386
clean,clean,1,2,2,0.532835,6,27,55.5,0,1,81.78,0.5,48,46.48,2
clean,clean,1,7,15,3.25792,910,0,2.87,0,1,5.45,0.07,49,47.48,3
clean,clean,1,1,1,0,4,1,110,0,12,12.42,34,50,48.44,10
clean,clean,1,1,1,0,1,1,44,1,1,13.02,1,1753,759.07,1387
clean,clean,1,2,3,1.51905,10,11,237.67,1,6,48.72,6.67,1754,759.82,1388
clean,clean,1,5,4,1.62581,4,8,39.25,1,6,6.74,5,1755,760.73,1389
clean,clean,1,1,1,0,10,10,136,0,6,4.76,10,4,3.94,1
clean,clean,1,1,1,0,1,1,654,1,6,4.91,32,158,111.45,112
clean,clean,1,1,1,0,22,0,0,0,0,0,0,5,4.93,2
clean,clean,1,1,1,0,1,0,122,0,9,11.82,29,51,49.24,11
clean,clean,1,1,1,0,2,2,268,1,5,25.71,7,6,5.93,1
clean,clean,1,2,1,0,19,7,61,0,1,20.01,1,52,50.22,41
clean,clean,1,2,2,1,11,1,63.5,0,10,13.37,13.5,53,51.22,12
clean,clean,1,1,1,0,50,30,412,0,4,13.32,10,159,112.39,113
clean,clean,1,2,2,1,10,8,68.5,0,10,0.07,14,54,52.22,13
clean,clean,1,1,1,0,0,73,73,0,1,0.07,2,55,53.22,42
buggy,buggy,1,1,1,0,6,0,213,0,10,26.06,27,51,40.38,16
clean,clean,3,6,6,2.52164,7,7,489.17,0,23,6.38,61.5,160,113.24,168
buggy,buggy,1,1,2,0.728333,0,620,310,0,1,18.85,0.5,66,50,44
buggy,buggy,4,7,10,2.02973,274,1,267.5,0,23,3.03,34.8,161,114.17,171
clean,clean,1,1,1,0,9,13,432,1,4,0.99,11,162,115.14,116
clean,clean,1,1,1,0,2,3,193,0,3,116.12,6,923,519,126
clean,clean,1,1,1,0,19,2,398,0,3,8.7,34,924,520,127
clean,clean,2,6,9,2.59678,74,39,345.89,0,6,32.63,2.67,67,50.97,60
buggy,buggy,1,1,1,0,14,2,366,1,9,21.02,26,186,119.2,97
clean,clean,1,1,1,0,5,0,179,0,7,21.7,24,925,520.96,401
clean,clean,1,1,1,0,2,2,130,0,1,0.31,1,163,116.09,117
clean,clean,2,2,2,0.918296,4,2,216.5,0,4,0.57,20,164,117.06,155
clean,clean,2,14,14,2.9931,76,97,231.14,0,25,40.09,29.5,1756,759.26,283
clean,clean,1,1,2,0.453716,13,8,332,0,3,2.39,7.5,1757,760.21,1390
buggy,buggy,1,3,4,1.9899,11,4,116.25,0,4,33.92,2.75,242,107.89,203
buggy,buggy,1,2,2,0.918296,3,3,288.5,0,9,99.28,15.5,55,43.69,40
clean,clean,1,1,2,0.932112,49,43,253.5,0,4,0.69,9,165,117.95,119
clean,clean,1,1,1,0,1,1,65,0,2,0.08,4,56,53.97,43
clean,clean,1,1,1,0,8,2,2022,0,23,0.29,323,91,58.59,15
buggy,buggy,1,1,1,0,12,0,2028,0,23,0.03,324,57,54.97,2
clean,clean,1,1,1,0,2,2,2040,0,23,0.03,325,92,59.58,16
clean,clean,1,2,2,1,2,0,167.5,0,6,1.26,12.5,58,55.96,14
clean,clean,1,4,5,2.06331,83,52,128.8,0,14,23.97,13,56,44.67,7
clean,clean,1,2,2,0.775513,24,11,116,0,10,11.33,11.5,1758,760.72,200
buggy,buggy,1,1,1,0,5,1,2040,0,23,0.15,326,1759,761.72,85
buggy,buggy,1,1,1,0,4,10,2044,0,23,0.01,327,93,60.56,17
clean,clean,1,3,3,1.54101,16,14,77.33,0,13,0.99,16,59,56.94,15
clean,clean,2,7,9,2.20544,408,24,135.89,1,17,2.71,11.11,1760,762.64,207
buggy,buggy,1,1,1,0,23,24,385,0,4,0.48,18,166,118.82,120
buggy,buggy,1,1,1,0,4,1,654,0,6,2.46,33,167,119.82,121
clean,clean,2,4,4,0.335944,3,107,178,0,13,48.62,13.5,57,45.64,49
clean,clean,1,1,1,0,2,2,206,0,1,23.66,1,58,46.63,42
buggy,buggy,1,1,1,0,8,4,428,0,4,1.69,12,168,120.69,122
clean,clean,2,3,3,1.58496,3,3,147,0,8,0.46,5.33,59,47.59,52
clean,clean,1,1,2,0.825627,39,15,256,1,4,0.92,10,169,121.64,123
buggy,buggy,1,1,1,0,3,3,318,0,5,7.07,12,206,84.29,118
clean,clean,1,2,3,1.51662,13,12,159.67,1,17,10.47,34,7,6.88,2
clean,clean,1,1,2,0.995727,113,56,268,0,4,0.17,10.5,170,122.59,124
clean,clean,1,1,1,0,1,1,432,0,4,0.5,13,171,123.56,125
clean,clean,1,1,1,0,6,1,404,0,4,10.38,16,858,316.02,683
clean,clean,1,1,1,0,21,59,727,0,4,8.88,5,1761,761.75,1391
clean,clean,1,5,12,2.8079,639,1,226.83,0,9,7.25,4.33,1762,762.75,1392
buggy,buggy,1,1,1,0,4,16,318,0,5,1.37,13,207,85.12,119
buggy,buggy,1,1,1,0,14,4,2038,0,23,2.73,328,172,124.14,21
clean,clean,1,1,1,0,1,1,2048,0,23,0.27,329,926,518.15,211
clean,clean,1,1,1,0,1,1,275,0,12,3.4,43,60,48.3,10
clean,clean,1,1,2,0.058592,32,263,544.5,1,7,2.67,20,173,124.95,126
buggy,buggy,1,1,1,0,8,6,373,0,4,3.6,22,187,119.13,98
clean,clean,1,1,1,0,6,0,550,0,12,22.08,115,1763,761.48,1393
clean,clean,1,1,2,1,2,2,358,0,7,33.38,17.5,61,49.21,11
clean,clean,1,1,2,0.680794,35,26,296.5,1,4,3.68,11,174,125.56,127
clean,clean,1,1,1,0,6,2,431,0,7,73.44,15,270,153.51,77
clean,clean,1,1,1,0,18,9,257,1,3,23.52,9,188,119.89,99
buggy,buggy,1,1,1,0,1,1,306,0,5,2.6,14,208,85.79,120
buggy,buggy,1,1,1,0,14,1,201,1,4,1.6,15,175,126.5,128
buggy,buggy,1,1,1,0,1,1,306,0,5,0.64,15,68,51.24,46
buggy,buggy,1,1,1,0,2,6,306,0,5,0.4,16,209,86.66,121
buggy,buggy,1,1,1,0,46,4,313,0,2,18.24,2,69,52.18,47
clean,clean,1,1,1,0,14,1,328,0,4,11.55,11,60,56.98,44
buggy,buggy,1,1,1,0,3,3,2048,0,23,3.81,330,271,154,66
clean,clean,1,1,1,0,1,1,190,0,2,28.66,5,176,126.92,129
clean,clean,1,1,1,0,2,7,657,0,6,3.65,35,177,127.92,130
buggy,buggy,1,1,1,0,1,1,190,0,2,0.01,6,178,128.91,131
clean,clean,1,1,1,0,6,1,69,0,4,18.69,9,179,129.91,132
clean,clean,1,1,1,0,0,2,378,0,9,8.08,27,189,120.39,100
clean,clean,1,1,1,0,10,10,363,0,8,141.41,13,62,49.87,5
clean,clean,3,4,4,1.66974,16,48,634.75,0,23,8.07,87.25,180,130.85,193
clean,clean,2,3,3,1.43552,16,2,796,0,23,0.46,116.33,181,131.71,62
clean,clean,1,2,2,1,2,2,214.5,0,5,16.49,4.5,61,57.76,45
buggy,buggy,2,4,4,1.64438,30,50,166.5,0,4,7,12.25,182,132.66,174
buggy,buggy,1,1,1,0,6,1,665,0,10,70.72,35,70,52.96,48
clean,clean,1,1,1,0,6,0,253,0,2,27.5,3,63,50.75,44
buggy,buggy,1,1,3,1.52432,15,4,237.33,1,5,13.27,9,272,154.6,78
clean,clean,1,1,1,0,2,1,857,0,13,36.04,129,273,155.6,79
clean,clean,1,1,1,0,0,5,237,0,4,0.47,29,183,133.51,135
clean,clean,1,2,2,1,0,8,175,0,4,0.71,15,184,134.44,41
clean,clean,1,1,1,0,10,10,548,0,10,20.57,32,143,102.08,82
buggy,buggy,1,1,1,0,1,0,0,0,0,0,0,62,58.59,46
clean,clean,1,2,2,0.991076,18,18,108.5,0,5,16.17,7.5,64,51.64,12
buggy,buggy,1,1,1,0,2,1,355,0,2,3.62,3,71,53.76,49
clean,clean,1,1,1,0,3,1,227,0,1,6.24,6,185,134.72,136
clean,clean,1,1,1,0,10,5,415,0,3,12.2,35,927,511.34,128
clean,clean,1,2,2,1,2,2,283.5,0,9,156.87,8,65,52.4,45
clean,clean,1,1,1,0,9,4,402,0,3,51.15,31,928,512.33,129
buggy,buggy,1,1,4,1.86724,21,16,175.75,0,8,100.19,9,8,7.66,3
clean,clean,1,2,2,0.985228,5,2,392,0,6,8.82,19,210,86.97,122
clean,clean,1,2,2,0.985228,35,0,417.5,0,4,17.93,3,1764,754.24,1394
clean,clean,1,2,3,1.58496,1700,0,0,0,0,0,0,1765,755.24,1395
clean,clean,1,4,8,2.23945,32,147,431.88,0,12,9.5,16.63,1766,756.2,1396
clean,clean,1,1,1,0,10,9,341,0,4,5.46,12,63,59.15,47
clean,clean,1,1,1,0,4,0,232,0,4,3.63,30,186,135.41,137
clean,clean,1,1,1,0,1,0,236,0,4,0,31,187,136.41,138
clean,clean,1,1,1,0,1,1,378,0,5,0.64,24,211,87.89,123
clean,clean,1,1,1,0,1,1,378,0,5,0,25,212,88.89,124
clean,clean,1,1,1,0,2,0,407,0,3,0.79,32,929,512.59,130
clean,clean,1,1,1,0,1,1,378,0,5,0.04,26,213,89.88,125
clean,clean,1,1,1,0,1,1,409,0,3,0.13,33,930,513.47,131
buggy,buggy,1,1,1,0,4,4,230,0,4,19.11,12,859,312.62,684
clean,clean,1,1,2,0.881291,9,1,91,0,3,45.01,2,64,60.07,48
clean,clean,1,1,1,0,2,3,210,0,4,18.47,17,65,61.06,49
clean,clean,1,1,2,0.986787,41,33,280,1,4,49.25,18.5,9,8.63,0
buggy,buggy,2,3,3,1.49492,1,10,791.67,0,23,10.42,117.67,66,61.97,19
clean,clean,1,1,2,1,4,2,284,0,5,0.16,19,931,513.68,132
clean,clean,2,7,7,2.52562,17,16,216.43,1,18,25.04,14.71,64,45.42,40
clean,clean,0,0,0,0,0,0,0,0,0,0,0,274,155.31,0
clean,clean,1,1,1,0,4,4,2038,0,23,0.37,334,275,156.29,67
clean,clean,1,1,1,0,5,0,80,0,4,39.02,9,268,98.73,23
clean,clean,1,1,9,2.68412,0,969,107.67,0,1,74.65,0.11,72,54.3,50
clean,clean,1,2,2,0.791858,7,14,108,0,3,14.16,2.5,67,62.82,50
clean,clean,1,1,1,0,336,0,0,0,0,0,0,277,158.01,69
clean,clean,1,1,1,0,336,0,0,0,0,0,0,278,159.01,28
buggy,buggy,1,1,2,0.863121,7,0,200,0,6,8.35,13,68,63.73,51
clean,clean,1,1,1,0,5,0,80,0,5,0.28,11,269,99.57,24
clean,clean,1,1,1,0,3,3,2038,0,23,0.34,336,270,100.56,16
clean,clean,1,1,2,0.738285,119,25,182.5,1,2,80.37,1,1767,753.41,1397
buggy,buggy,2,7,10,2.46311,537,1,48.4,0,15,22.85,9.1,1768,753.62,1600
clean,clean,2,5,5,1.94644,4,16,219.4,1,14,2.83,11.6,65,46.16,42
buggy,buggy,1,1,1,0,4,0,97,0,7,0.13,17,66,47.16,25
clean,clean,1,1,1,0,0,3,103,0,4,55.6,15,932,511.9,402
clean,clean,2,2,3,1.48548,8,2,307,0,15,61.11,22.33,66,52.63,59
clean,clean,0,0,0,0,0,0,0,0,0,0,0,280,159.96,0
clean,clean,2,2,4,1.87394,20,18,323,1,11,3.62,19,10,9.47,5
clean,clean,1,1,1,0,1,1,136,0,6,21.23,11,281,160.71,30
clean,clean,1,1,1,0,0,1,135,0,3,5.45,5,69,63.92,52
clean,clean,1,1,1,0,6,0,409,0,4,8.56,18,860,310.54,685
clean,clean,1,1,1,0,3,3,331,0,8,1.07,31,11,10.45,5
clean,clean,1,1,1,0,12,0,582,0,2,27.09,6,861,311.47,686
clean,clean,2,2,4,1.97494,5,4,236.75,0,7,44.64,13.5,67,53.27,16
clean,clean,1,1,1,0,4,0,2038,0,23,7.53,335,70,64.68,4
clean,clean,1,1,1,0,14,0,108,0,1,81.94,1,214,89.69,126
clean,clean,1,1,1,0,1,1,124,0,1,75.71,2,71,65.64,53
clean,clean,1,1,1,0,7,1,137,0,1,55.17,1,862,312.08,687
clean,clean,1,1,1,0,4,0,463,0,5,28.11,17,215,90.65,127
clean,clean,1,1,1,0,1,0,379,0,5,28.26,19,216,91.63,128
clean,clean,1,1,1,0,10,3,467,0,6,0.18,18,217,92.63,129
clean,clean,1,1,2,0.666578,3,20,54,0,3,103.54,2.5,1769,748.68,13
clean,clean,1,1,1,0,2,2,58,0,5,49.19,27,1770,749.67,1399
buggy,buggy,1,1,1,0,0,19,1005,0,9,45.14,128,1771,750.67,1400
clean,clean,1,1,1,0,6,0,117,0,5,166.04,10,1772,751.67,1401
clean,clean,1,1,1,0,1,1,722,1,8,50.02,31,1773,752.67,1402
clean,clean,3,25,37,3.93517,432,222,261.41,1,25,62.52,12.86,1774,753.66,1728
clean,clean,1,2,2,0.15935,86,0,333.5,0,6,19.39,8.5,1775,754.2,1404
clean,clean,1,2,2,0.79627,44,10,237,0,6,0.25,10,863,312.73,688
clean,clean,1,1,1,0,1,2,669,0,6,0.08,18,1776,755.12,1405
buggy,buggy,2,3,3,1.20821,59,8,185.33,1,10,13.05,12.33,1777,756.11,1610
clean,clean,1,2,2,0.918296,16,26,234,0,10,20.47,20,1778,757.01,205
clean,clean,1,1,1,0,8,2,84,0,1,0.2,1,864,313.68,689
clean,clean,1,2,2,1,14,0,325,0,7,29.18,10,218,93.51,3
clean,clean,1,2,2,1,2,2,212.5,0,10,106.18,14.5,12,11.38,0
buggy,buggy,1,1,1,0,12,2,311,1,7,34.16,18,243,105.58,204
clean,clean,1,1,1,0,1,1,192,0,3,38.82,3,72,66.44,4
clean,clean,1,1,1,0,9,1,467,0,6,0.23,21,865,314.64,690
clean,clean,1,3,5,2.12506,448,83,98.4,0,4,11.45,3.2,73,67.43,54
clean,clean,1,1,1,0,1,1,164,0,2,0.05,3,74,68.42,55
clean,clean,2,6,6,2.49329,159,55,151.17,0,10,41.81,5.33,68,54.04,62
clean,clean,1,1,1,0,33,4,162,0,4,45.34,7,69,55.03,16
clean,clean,1,1,1,0,6,0,252,0,5,48.4,11,70,56.01,48
clean,clean,1,1,1,0,1,1,211,0,4,8.48,19,244,106.48,205
clean,clean,2,6,6,2.49329,55,159,168.5,0,10,0.34,5.5,71,57,66
clean,clean,1,1,1,0,4,33,191,0,5,0.28,8,72,58,18
clean,clean,1,1,1,0,5,0,555,0,10,1.5,99,1779,757.07,1407
clean,clean,2,17,31,4.19741,185,183,293.19,1,19,42.45,9.52,1780,758.02,1614
clean,clean,1,2,2,0.890492,8,5,536.5,1,13,38.86,76,1781,758.94,1409
clean,clean,1,3,3,1.02112,14,36,113,0,11,29.94,20,1782,759.86,207
clean,clean,1,2,2,0.079704,160,145,248,0,7,0.55,31,271,100.42,156
clean,clean,3,19,74,5.51306,3620,822,55.93,0,19,41.6,3.31,272,101.41,189
clean,clean,1,1,1,0,6,0,2042,0,23,2.96,336,245,107.35,6
buggy,buggy,1,1,1,0,1,1,118,0,11,8.28,52,273,102.35,158
clean,clean,1,1,1,0,1,0,118,0,11,0.06,53,274,103.34,159
clean,clean,1,1,1,0,2,3,186,0,5,148.41,10,282,160,82
buggy,buggy,1,2,2,0.970951,11,9,494.5,1,13,28.21,67.5,1783,757.95,1410
clean,clean,1,1,1,0,206,2,535,0,7,54.22,20,283,160.65,83
clean,clean,1,4,8,1.95054,110,21,94.25,0,12,109.22,6.75,246,107.95,206
clean,clean,1,2,3,1.58496,3,3,56.67,0,5,0.4,3,247,108.89,207
clean,clean,1,1,1,0,1,1,164,0,2,4.84,4,75,68.58,56
clean,clean,1,3,3,1.55743,12,7,122.67,0,7,20.25,11,190,116.97,25
clean,clean,1,2,2,1,2,2,240.5,1,1,3.96,0.5,275,103.87,160
buggy,buggy,1,2,2,1,0,20,271.5,0,12,26.04,27.5,276,104.86,8
buggy,buggy,1,4,4,1.44545,126,0,251.75,0,15,42.02,36.25,52,38.85,16
clean,clean,1,1,1,0,13,3,793,0,9,34.25,117,284,161,84
clean,clean,1,1,2,1,4,4,173,0,3,6.77,3.5,248,109.55,208
clean,clean,1,3,6,2.06615,216,5,37,0,1,39.12,0.17,76,69.23,5
clean,clean,2,2,2,0.394815,77,0,105,0,9,24.53,13,94,58.3,84
clean,clean,2,3,4,1.56962,209,12,145.25,1,11,115.78,17,13,12.14,4
clean,clean,1,5,5,2.19958,9,6,816.8,1,19,10.28,53.2,14,13.13,4
clean,clean,1,1,1,0,22,0,193,0,7,6.95,31,15,14.11,6
clean,clean,1,3,3,1.52311,56,8,70.67,1,1,61.44,1.33,1784,750.95,1411
clean,clean,1,1,1,0,2,0,433,0,12,84.96,63,95,58.85,73
buggy,buggy,1,1,1,0,10,5,309,0,2,112.99,3,73,52.97,51
buggy,buggy,1,5,6,1.57313,126,184,437.5,1,14,50.88,8.33,1785,751.33,1412
clean,clean,1,2,3,1.19381,156,109,136,0,5,5.61,7.33,77,69.32,57
clean,clean,1,3,6,2.21056,99,14,90.33,0,3,78,1.33,78,70.32,6
clean,clean,2,5,5,2.06498,66,42,260.6,0,14,10.43,15.6,16,14.95,7
buggy,buggy,3,5,5,2.15272,39,7,547.6,1,23,22.94,72.6,17,15.95,8
clean,clean,1,2,2,1,28,0,87,0,6,60.51,6.5,124,88.86,3
clean,clean,1,2,2,1,28,0,87,0,6,60.53,11.5,125,89.86,4
clean,clean,1,4,5,2.28119,26,4,327,1,8,11.87,8.6,18,16.94,6
buggy,buggy,1,2,2,1,0,66,293.5,0,14,0.22,28.5,19,17.94,8
buggy,buggy,2,18,25,4.01148,476,242,371.68,1,23,32.73,20.64,1786,751.34,1621
clean,clean,3,10,9,3.06169,73,14,210.22,0,14,27.19,14.11,191,116.25,153
